epoch,train_loss,val_loss,epoch_sec
1,0.4415238008913846,0.45499326680113095,905.7185695999942
2,0.3765611423079537,0.44497457421320374,764.5471978999994
3,0.3622626759452886,0.4212991106345357,756.3951792000007
