dataset,channels,rows,windows,load_sec,window_residual_sec,parr_feature_sec,scorer_fit_eval_sec,total_sec,parr_feature_ms_per_window,n_val,n_test,selected_hard,negative_pool,delta_score,gate_gamma_0p60,residual_neff,residual_tau,score_neff,score_tau
Traffic,862,17544,5000,1.3142693000118015,1.9217655000684317,10.570024699918577,0.6618522000062512,14.46920210000826,2.1140049399837153,500,1000,ridge_risk,"ridge_risk,single_period,single_smooth,single_channel,sign_linear,single_spectral",0.35687898466648615,apply,128.7604437138074,3.8831801567206266,489.3534659635295,1.021756327025308
